Model,Config,Threshold,PR_AUC,Average_Precision,ROC_AUC,Accuracy,Precision,Recall,F1
Logistic Regression,C=0.1,0.78,0.26965374042568574,0.2841800827164123,0.9288004711733525,0.9385863267670915,0.3333333333333333,0.43243243243243246,0.3764705882352941
