MAE,RMSE,R2,Mean_Poisson_Deviance,Prediction_Min,Prediction_Max,Model,Config,Raw_Negative_Predictions
1.2622199697799013,2.178836090120064,0.4501538746807924,1.805623123688108,0.01155015428577641,14.86317654528047,Tweedie Regression,power=1.5;alpha=0.1,0
