station,date,pm25_mean,pm25_max,pm25_valid_hours,hours_pm25_ge_25,pm10_mean,pm10_max,humidity_mean,temperature_mean,wind_speed_mean,pressure_mean,rainfall_total,wind_dir_sin_mean,wind_dir_cos_mean,year,month
Palmerston,2022-08-26,21.002083333333335,27.63,24,7.0,27.375416666666666,34.73,43.262499999999996,24.860416666666666,2.3445833333333335,1011.245,0.0,0.3458090334884986,-0.27321631969985455,2022,8
Palmerston,2022-08-27,15.329166666666666,36.26,24,1.0,21.309583333333332,41.66,60.85833333333333,26.409166666666668,2.33,1010.3270833333332,0.0,0.6069917692210647,0.5695180085863981,2022,8
Palmerston,2022-08-28,16.8525,31.64,24,3.0,22.160416666666666,38.59,72.91666666666667,27.521666666666665,2.4208333333333334,1010.0083333333333,0.0,0.02128966828074784,-0.16978289082542938,2022,8
Palmerston,2022-08-29,18.740833333333335,41.74,24,6.0,23.299166666666665,46.67,77.00416666666666,27.919583333333335,2.105,1009.69,0.0,0.07781467327753673,0.15771354643738866,2022,8
Palmerston,2022-08-30,15.202083333333334,20.49,24,0.0,20.197916666666668,28.12,77.74166666666666,27.92375,2.2354166666666666,1008.9270833333334,0.0,-0.417194819026011,0.1669708450197858,2022,8
Palmerston,2022-08-31,10.765416666666667,16.74,24,0.0,14.73375,21.46,76.9375,29.148333333333337,2.2425,1009.025,0.0,0.1530766951543925,-0.15293540848185988,2022,8
Palmerston,2022-09-01,7.521249999999999,14.45,24,0.0,12.744166666666667,18.38,80.61666666666666,28.560833333333335,2.2712499999999998,1010.0958333333333,0.0,0.1411277806833249,-0.07823126486048425,2022,9
Palmerston,2022-09-02,7.1241666666666665,10.87,24,0.0,11.850416666666668,17.06,81.38333333333334,28.262916666666666,2.3529166666666668,1010.5758333333333,0.5,0.01503020645255855,0.3926202374196171,2022,9
Palmerston,2022-09-03,6.755416666666666,10.83,24,0.0,9.7925,12.8,79.38333333333334,28.658749999999998,2.17875,1009.8016666666667,12.2,0.36950028212813457,-0.1506662046717809,2022,9
Palmerston,2022-09-04,8.757916666666667,13.93,24,0.0,13.061250000000001,19.4,73.27916666666667,28.155833333333334,2.4929166666666664,1010.1404166666666,0.0,0.14079264315386766,-0.0261809714918203,2022,9
Palmerston,2022-09-05,12.084583333333333,19.96,24,0.0,18.171666666666667,24.42,78.19583333333334,28.184583333333332,2.57375,1010.5895833333334,0.0,-0.31347435337072266,0.07230624369735135,2022,9
Palmerston,2022-09-06,11.779583333333333,20.49,24,0.0,17.0425,25.37,74.81666666666666,28.08458333333333,2.6308333333333334,1010.4825000000001,0.0,-0.12109076088584153,0.05115512024295874,2022,9
Palmerston,2022-09-07,11.289166666666667,16.34,24,0.0,16.16375,22.82,76.51666666666667,27.580416666666665,2.844583333333333,1011.6495833333333,0.0,-0.114473616598797,0.3451308972364777,2022,9
Palmerston,2022-09-08,10.722916666666668,12.31,24,0.0,14.709166666666667,16.7,78.80416666666666,28.072916666666668,2.5858333333333334,1011.6479166666667,0.0,-0.49982398363172903,0.3820684493874548,2022,9
Palmerston,2022-09-09,10.931666666666667,18.23,24,0.0,15.060833333333333,22.88,79.46249999999999,28.258333333333336,2.7304166666666667,1011.5375,0.0,-0.29342395834227436,0.5152746426926069,2022,9
Palmerston,2022-09-10,7.1866666666666665,9.79,24,0.0,10.665416666666667,12.72,76.77916666666667,29.222083333333334,2.589166666666667,1011.0333333333333,0.0,-0.4019816119052235,0.49602676904942083,2022,9
Palmerston,2022-09-11,6.809166666666666,10.46,24,0.0,10.863750000000001,14.75,76.87916666666666,29.170416666666668,2.8766666666666665,1010.68,0.0,-0.48795237280550524,0.2219612709430756,2022,9
Palmerston,2022-09-12,8.768333333333333,13.38,24,0.0,13.091666666666667,17.06,80.34583333333333,28.942083333333333,2.3541666666666665,1010.6558333333334,0.0,-0.29490132446840883,0.22184480377107793,2022,9
Palmerston,2022-09-13,8.844166666666666,14.66,24,0.0,12.95375,18.46,74.03750000000001,29.732916666666668,2.39,1012.3295833333333,0.0,0.22227146213826893,0.7566673651449861,2022,9
Palmerston,2022-09-14,7.561304347826087,11.28,23,,11.311666666666667,17.28,74.15416666666667,29.95625,2.49375,1012.5612500000001,0.0,0.02951125001368959,-0.256582154440604,2022,9
Palmerston,2022-09-15,8.733333333333333,13.56,24,0.0,13.587083333333334,19.12,76.57083333333334,29.230833333333333,2.450833333333333,1011.1216666666666,0.0,-0.18238049748205817,0.3519433697314147,2022,9
Palmerston,2022-09-16,7.759583333333333,13.23,24,0.0,12.104166666666666,17.9,82.23333333333333,28.72583333333333,2.8695833333333334,1009.6545833333333,0.0,-0.3734648434693852,0.11516053230103702,2022,9
Palmerston,2022-09-17,7.20625,13.73,24,0.0,11.542916666666665,18.56,79.82916666666667,29.30666666666667,2.7145833333333336,1009.98,0.0,-0.40253320075057425,0.13738837156393505,2022,9
Palmerston,2022-09-18,7.415833333333333,11.42,24,0.0,11.365,15.65,79.47500000000001,29.507499999999997,2.6733333333333333,1010.4445833333333,0.0,-0.36829529934794536,0.1920703361907666,2022,9
Palmerston,2022-09-19,7.0390476190476186,12.24,21,,10.471904761904762,15.43,74.50416666666666,30.14916666666667,2.7070833333333333,1010.3449999999999,0.0,-0.22352117316824524,0.26120576049940586,2022,9
Palmerston,2022-09-20,6.451666666666667,8.83,24,0.0,9.642083333333334,14.27,71.08333333333333,30.44125,2.5545833333333334,1010.3904166666666,0.0,-0.08042681197237928,-0.1390540187015111,2022,9
Palmerston,2022-09-21,8.451666666666666,14.67,24,0.0,15.106250000000001,20.27,64.31666666666666,30.932083333333335,2.60875,1009.6983333333333,0.0,0.3911641379309343,0.2297068883232736,2022,9
Palmerston,2022-09-22,10.005,12.9,24,0.0,15.807083333333333,19.07,69.20833333333333,30.75208333333333,2.5834782608695654,1010.5208333333334,0.0,0.1544344316071156,0.48942326694025695,2022,9
Palmerston,2022-09-23,8.713333333333333,12.46,24,0.0,14.067083333333334,18.87,79.69166666666666,29.715833333333332,2.8641666666666663,1009.42875,2.1,-0.44232244608995724,-0.0014801980269602405,2022,9
Palmerston,2022-09-24,12.665416666666665,33.07,24,1.0,16.793333333333333,39.08,80.84166666666667,30.01875,2.8029166666666665,1008.0300000000001,0.0,-0.4020682214132217,0.2762436313118614,2022,9
Palmerston,2022-09-25,9.622083333333334,15.03,24,0.0,13.733333333333334,19.65,80.44583333333334,30.056250000000002,2.955,1008.3762499999999,0.0,-0.309399297261989,0.40430625687623073,2022,9
Palmerston,2022-09-26,11.526666666666666,19.53,24,0.0,15.6325,24.69,74.125,30.27125,2.9416666666666664,1007.8175,0.0,0.019066924136262074,0.2620089852645689,2022,9
Palmerston,2022-09-27,10.4075,20.46,24,0.0,13.925416666666665,24.3,76.22083333333333,29.804999999999996,2.7620833333333334,1007.7208333333333,0.0,-0.5641900519954693,0.23218758948695503,2022,9
Palmerston,2022-09-28,8.330416666666666,13.4,24,0.0,11.69,16.74,82.21666666666667,27.971666666666668,2.095833333333333,1007.9816666666667,21.900000000000002,0.4674552425138561,0.04848183798345895,2022,9
Palmerston,2022-09-29,5.276666666666667,9.92,18,,8.51,21.77,77.80416666666666,28.73625,2.8579166666666667,1009.6883333333334,2.2,0.8259688421224124,0.3867234195061386,2022,9
Palmerston,2022-09-30,7.1575,10.95,24,0.0,13.256666666666668,19.55,65.66666666666667,30.87375,2.89,1009.4175,0.0,0.6367433438893441,0.32741925133135696,2022,9
Palmerston,2022-10-01,5.937826086956521,10.76,23,,8.65,14.29,90.47500000000001,26.6425,2.637916666666667,1009.7466666666668,54.99999999999999,-0.029555635037488214,-0.5959972653740074,2022,10
Palmerston,2022-10-02,6.9375,11.18,24,0.0,10.435833333333333,13.87,73.70416666666667,28.006249999999998,1.99125,1008.71125,0.0,0.11423063795843018,-0.006228792350372506,2022,10
Palmerston,2022-10-03,6.283333333333334,8.55,24,0.0,9.409166666666666,12.25,79.89999999999999,29.307083333333335,2.4916666666666667,1007.5529166666666,0.0,-0.36364084311572964,0.3909383697213105,2022,10
Palmerston,2022-10-04,4.376363636363636,8.5,22,,6.535,11.77,88.36666666666667,27.925,1.9895833333333333,1009.355,6.5,0.08102292182920705,-0.2624303462499797,2022,10
Palmerston,2022-10-05,4.545,9.58,24,0.0,8.65125,18.72,83.99166666666666,28.092083333333335,1.9358333333333333,1009.22625,3.4000000000000004,0.3998820073823531,-0.11322598140264827,2022,10
Palmerston,2022-10-06,5.619583333333334,9.65,24,0.0,11.08625,15.37,80.4875,29.756666666666664,2.2475,1009.6475,0.0,0.30705322111549954,0.009554107966114092,2022,10
Palmerston,2022-10-07,5.613913043478261,13.45,23,,9.232608695652173,17.05,83.36666666666666,29.10666666666667,2.1770833333333335,1009.0983333333334,5.1,-0.0266137753581427,-0.12883496922604007,2022,10
Palmerston,2022-10-08,5.895,10.81,22,,10.34,15.94,81.36666666666666,29.398749999999996,2.3954166666666663,1009.4458333333333,14.7,-0.04366231891723133,-0.060719285159482016,2022,10
Palmerston,2022-10-09,5.525833333333334,11.49,24,0.0,10.624583333333334,16.26,86.82083333333333,28.172083333333333,2.07125,1009.6133333333333,14.3,0.5519572647874557,-0.13917247273698344,2022,10
Palmerston,2022-10-10,7.15625,10.44,24,0.0,11.907916666666667,17.33,78.0,30.785,2.3241666666666667,1009.1425,0.1,0.17033299164861349,-0.0734635310481806,2022,10
Palmerston,2022-10-11,7.208749999999999,9.77,24,0.0,11.640833333333333,14.92,79.625,30.575416666666666,3.1391666666666667,1007.8570833333333,0.0,-0.5393083367447139,0.28513936737767903,2022,10
Palmerston,2022-10-12,6.534166666666667,8.13,24,0.0,10.146666666666667,12.52,78.8875,30.282083333333333,3.122083333333333,1007.7408333333333,0.0,-0.6047763773231133,0.45197041838612667,2022,10
Palmerston,2022-10-13,5.68,7.67,24,0.0,9.1,11.04,80.83749999999999,30.16416666666667,2.84,1007.4554166666667,0.1,-0.5342009728344862,0.4442428911839225,2022,10
Palmerston,2022-10-14,4.770416666666667,7.66,24,0.0,7.37625,9.99,78.29166666666667,30.41416666666667,2.59,1007.7658333333334,0.0,-0.1533820433378286,0.497546371945847,2022,10
Palmerston,2022-10-15,6.005416666666666,9.1,24,0.0,9.983333333333333,13.01,78.46249999999999,30.5675,2.1958333333333333,1008.5808333333333,0.0,0.22250863524756628,0.3446175991361056,2022,10
Palmerston,2022-10-16,5.152083333333334,13.54,24,0.0,9.962083333333334,18.51,84.83749999999999,29.43166666666667,2.223333333333333,1009.5345833333332,1.0,-0.08142704680242403,-0.05422699036718617,2022,10
Palmerston,2022-10-17,4.860869565217391,7.68,23,,9.571666666666667,15.77,81.5,29.739583333333332,2.114,1009.3404166666666,0.4,0.16142294499159882,0.3042128066481715,2022,10
Palmerston,2022-10-18,5.754761904761905,37.28,21,,8.632380952380952,36.89,82.87916666666666,29.44125,1.8741666666666665,1008.7704166666667,0.2,-0.04872420607227015,0.5171082016598811,2022,10
