station,date,pm25_mean,pm25_max,pm25_valid_hours,hours_pm25_ge_25,pm10_mean,pm10_max,humidity_mean,temperature_mean,wind_speed_mean,pressure_mean,rainfall_total,wind_dir_sin_mean,wind_dir_cos_mean,year,month,fire_count_0_25km,fire_count_25_50km,fire_count_50_100km,fire_count_100_200km,fire_count_200_500km,frp_sum_0_25km,frp_sum_25_50km,frp_sum_50_100km,frp_sum_100_200km,frp_sum_200_500km,frp_mean_0_25km,frp_mean_25_50km,frp_mean_50_100km,frp_mean_100_200km,frp_mean_200_500km,frp_max_0_25km,frp_max_25_50km,frp_max_50_100km,frp_max_100_200km,frp_max_200_500km,fire_count_0_500km,frp_sum_0_500km,frp_mean_0_500km,frp_max_0_500km,nearest_fire_km,firms_local_day_complete,fire_day,humidity_hours,temperature_hours,wind_speed_hours,pressure_hours,wind_direction_hours,month_sin,month_cos,pm25_lag1,pm25_3day_mean,target_date,target_pm25_next_day,target_hours_ge_25_next_day,target_pm25_over_25_next_day,target_year
Palmerston,2018-02-02,4.3525,5.96,24,0.0,19.05125,26.05,,32.24208333333333,4.144583333333333,1003.2770833333334,0.0,-0.588259682458827,-0.7935087801333823,2018,2,0.0,0.0,0.0,24.0,28.0,0.0,0.0,0.0,103.58,164.85,,,,4.315833333333333,5.8875,,,,9.42,15.39,52.0,268.43,5.162115384615385,15.39,165.14576233560715,1,1,0,24,24,24,24,0.8660254037844386,0.5000000000000001,4.58625,4.3889772727272724,2018-02-03,2.6508333333333334,0.0,0,2018.0
Palmerston,2018-02-03,2.6508333333333334,5.0,24,0.0,14.542272727272728,25.3,,31.02208333333333,3.6962500000000005,1001.7912500000001,2.3,-0.4774459043253197,-0.8583541465051469,2018,2,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,146.63,,,,,5.639615384615384,,,,,11.94,26.0,146.63,5.639615384615384,11.94,233.40923650466377,1,1,0,24,24,24,24,0.8660254037844386,0.5000000000000001,4.3525,3.863194444444444,2018-02-04,3.1757142857142857,,0,2018.0
Palmerston,2018-02-04,3.1757142857142857,8.68,21,,15.498260869565218,43.34,,31.573333333333334,2.894166666666667,1004.2254166666667,12.8,-0.42790363446531887,-0.5836014822698343,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,2.6508333333333334,3.393015873015873,2018-02-05,,,,2018.0
Palmerston,2018-02-05,,,17,,12.2375,32.25,,29.661666666666665,1.9454166666666666,999.5229166666667,25.4,-0.502805834639483,-0.5866808336889748,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,3.1757142857142857,,2018-02-06,,,,2018.0
Palmerston,2018-02-06,,,14,,9.727368421052631,23.33,,29.631666666666664,1.4400000000000002,993.82,0.1,0.3385674629781596,0.20137645779595062,2018,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.95,,,,,3.95,,,,,3.95,1.0,3.95,3.95,3.95,201.06308750922,1,1,0,24,24,24,24,0.8660254037844386,0.5000000000000001,,,2018-02-07,1.9642105263157894,,0,2018.0
Palmerston,2018-02-07,1.9642105263157894,5.92,19,,9.8235,25.95,,,,993.8562499999999,0.0,,,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,3,3,24,3,0.8660254037844386,0.5000000000000001,,,2018-02-08,1.977222222222222,,0,2018.0
Palmerston,2018-02-08,1.977222222222222,5.31,18,,10.526315789473685,20.07,,,,996.0754166666667,0.2,,,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,0,0,24,0,0.8660254037844386,0.5000000000000001,1.9642105263157894,,2018-02-09,,,,2018.0
Palmerston,2018-02-09,,,14,,6.556190476190476,19.36,,,,1000.30875,33.599999999999994,,,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,15,15,24,15,0.8660254037844386,0.5000000000000001,1.977222222222222,,2018-02-10,,,,2018.0
Palmerston,2018-02-10,,,15,,7.075909090909092,11.76,,30.62166666666667,1.9627777777777777,1005.1608333333334,0.9,0.2716566142557467,0.8131397033253417,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,18,18,24,18,0.8660254037844386,0.5000000000000001,,,2018-02-11,,,,2018.0
Palmerston,2018-02-11,,,16,,9.511666666666667,23.53,,31.019166666666667,1.495,998.0358333333334,2.0,0.08904905942965681,0.5017844545485525,2018,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.93,,,,,7.93,,,,,7.93,1.0,7.93,7.93,7.93,441.2919679058006,1,1,0,24,24,24,24,0.8660254037844386,0.5000000000000001,,,2018-02-12,2.145555555555555,,0,2018.0
Palmerston,2018-02-12,2.145555555555555,4.2,18,,9.225217391304348,32.94,,30.278333333333332,1.8520833333333335,1001.785,0.7000000000000001,0.17485630557690432,-0.3685994366298617,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,,,2018-02-13,,,,2018.0
Palmerston,2018-02-13,,,16,,6.875454545454545,12.7,,29.11791666666667,2.05875,999.2229166666666,34.1,-0.22813719308559635,-0.47361172743544294,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,2.145555555555555,,2018-02-14,1.7955,,0,2018.0
Palmerston,2018-02-14,1.7955,4.9,20,,8.808095238095238,26.74,,,,999.9270833333334,18.5,,,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,2,2,24,2,0.8660254037844386,0.5000000000000001,,,2018-02-15,1.7573684210526317,,0,2018.0
Palmerston,2018-02-15,1.7573684210526317,5.49,19,,9.224545454545455,22.79,,,,999.1204166666666,2.4000000000000004,,,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,14,14,24,14,0.8660254037844386,0.5000000000000001,1.7955,,2018-02-16,2.3333333333333335,,0,2018.0
Palmerston,2018-02-16,2.3333333333333335,5.23,18,,10.92578947368421,29.25,,28.638333333333332,1.5829166666666667,995.7795833333333,17.299999999999997,0.08577134602328688,0.7398620280037346,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,1.7573684210526317,1.9620672514619883,2018-02-17,2.745,,0,2018.0
Palmerston,2018-02-17,2.745,5.15,20,,11.914761904761905,21.63,,29.064999999999998,1.6025,1000.8125,4.0,-0.2092144832753139,0.6043841703863281,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,2.3333333333333335,2.2785672514619884,2018-02-18,3.405416666666667,0.0,0,2018.0
Palmerston,2018-02-18,3.405416666666667,8.31,24,0.0,17.53736842105263,45.03,,30.445833333333336,1.695,1000.4808333333334,1.8000000000000003,-0.1657661136529647,0.34061030381526747,2018,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,,,2.72,,,,,2.72,,,1.0,2.72,2.72,2.72,92.8141994457399,1,1,0,24,24,24,24,0.8660254037844386,0.5000000000000001,2.745,2.827916666666667,2018-02-19,3.2295833333333337,0.0,0,2018.0
Palmerston,2018-02-19,3.2295833333333337,7.62,24,0.0,13.7625,47.18,,30.865,2.045,997.9854166666668,12.0,-0.15406247279266871,0.15543392267685677,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,3.405416666666667,3.126666666666667,2018-02-20,2.0654166666666667,0.0,0,2018.0
Palmerston,2018-02-20,2.0654166666666667,5.17,24,0.0,12.912857142857144,26.75,,30.101250000000004,1.9941666666666666,1011.0216666666666,0.4,-0.08922542999109828,-0.45561714475008225,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,3.2295833333333337,2.9001388888888893,2018-02-21,,,,2018.0
Palmerston,2018-02-21,,,16,,12.259,35.32,,31.028750000000002,2.3041666666666667,1001.2883333333334,0.0,-0.29166771976886635,-0.46158439524312317,2018,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.79,0.0,,,,3.79,,,,,3.79,,1.0,3.79,3.79,3.79,188.18970887306384,1,1,0,24,24,24,24,0.8660254037844386,0.5000000000000001,2.0654166666666667,,2018-02-22,4.417083333333333,0.0,0,2018.0
Palmerston,2018-02-22,4.417083333333333,14.17,24,0.0,14.603333333333333,26.76,,32.35875,3.5566666666666666,1001.00875,0.0,-0.5513278946420893,-0.7670258311273997,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,,,2018-02-23,2.1291304347826085,,0,2018.0
Palmerston,2018-02-23,2.1291304347826085,4.9,23,,12.240833333333335,15.1,,32.1775,3.3029166666666665,1003.6574999999999,15.3,-0.3596512313826549,-0.6273971325856113,2018,2,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,14.99,105.3,,,,4.996666666666667,5.85,,,,5.55,15.94,21.0,120.28999999999999,5.7280952380952375,15.94,125.45227095772559,1,1,0,24,24,24,24,0.8660254037844386,0.5000000000000001,4.417083333333333,,2018-02-24,,,,2018.0
Palmerston,2018-02-24,,,15,,9.042608695652174,18.74,,30.40041666666667,2.442083333333333,1004.5258333333333,0.5,-0.21609781551215235,-0.3730892568209329,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,2.1291304347826085,,2018-02-25,1.3872222222222221,,0,2018.0
Palmerston,2018-02-25,1.3872222222222221,4.15,18,,7.37625,12.3,,32.014583333333334,2.1104166666666666,1004.1554166666666,0.0,-0.28052277321493896,-0.2703907805707701,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,,,2018-02-26,,,,2018.0
Palmerston,2018-02-26,,,14,,7.157916666666666,13.02,,32.68125,1.7075000000000002,1004.03375,0.0,-0.1678412670858698,-0.43915855941754195,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,1.3872222222222221,,2018-02-27,,,,2018.0
Palmerston,2018-02-27,,,17,,7.909166666666667,13.71,,31.454583333333332,1.5108333333333333,1006.4375,31.9,-0.2604516565872217,-0.022679783326559243,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1,0,0,24,24,24,24,0.8660254037844386,0.5000000000000001,,,2018-02-28,,,,2018.0
